Accuracy,Precision,Recall,F1-Score,AUC-ROC
0.7778749453432444,0.8078592092574735,0.7046824617972802,0.7527517783601647,0.8429915255247522
0.7825165652013051,0.773492286115007,0.7731669704191785,0.7733295940545467,0.8661925901973627
0.8294709226060341,0.847911622276029,0.785503995513809,0.815515610217597,0.9098941754622997
0.8322289865796644,0.8913446937742534,0.7406420860787887,0.8090352220520673,0.9272277741343189
